infinitiv,present_ich,present_du,present_pronoun,past_tense_ich,past_participle,conjunctive_ich,imperativ_singular,imperativ_plural,helping_verb,infinitiv_zu
einfordern,fordere ein,forderst ein,fordert ein,forderte ein,eingefordert,forderte ein,forder ein,fordert ein,haben,einzufordern
verwischen,verwische,verwischst,verwischt,verwischte,verwischt,verwischte,verwisch,verwischt,haben,zu verwischen
auseinanderbauen,baue auseinander,baust auseinander,baut auseinander,baute auseinander,auseinandergebaut,baute auseinander,bau auseinander,baut auseinander,haben,auszueinanderbauen
zusammenbauen,baue zusammen,baust zusammen,baut zusammen,baute zusammen,zusammengebaut,baute zusammen,bau zusammen,baut zusammen,haben,zuzusammenbauen
durcheinanderessen,esse durcheinander,isst durcheinander,isst durcheinander,aß durcheinander,durcheinandergegessen,äße durcheinander,iss durcheinander,esst durcheinander,haben,zu durcheinanderessen
voranstellen,stelle voran,stellst voran,stellt voran,stellte voran,vorangestellt,stellte voran,stell voran,stellt voran,haben,voranzustellen
nahestehen,stehe nahe,stehst nahe,steht nahe,stand nahe,nahegestanden,stände nahe,steh nahe,steht nahe,haben,nahezustehen
menetekeln,menetekele,menetekelst,menetekelt,menetekelte,menetekelt,menetekelte,menetekele,menetekelt,haben,zu menetekeln
auslernen,lerne aus,lernst aus,lernt aus,lernte aus,ausgelernt,lernte aus,lern aus,lernt aus,haben,auszulernen
nachbestellen,bestelle nach,bestellst nach,bestellt nach,bestellte nach,nachbestellt,bestellte nach,bestell nach,bestellt nach,haben,nachzubestellen
mitverdienen,verdiene mit,verdienst mit,verdient mit,verdiente mit,mitverdient,verdiente mit,verdien mit,verdient mit,haben,mitzuverdienen
auseinandernehmen,nehme auseinander,nimmst auseinander,nimmt auseinander,nahm auseinander,auseinandergenommen,nähme auseinander,nimm auseinander,nehmt auseinander,haben,auszueinandernehmen
turren,tar,tarst,tar,torste,geturst,törste,—,—,haben,zu turren
schiedsrichtern,schiedsrichtere,schiedsrichterst,schiedsrichtert,schiedsrichterte,geschiedsrichtert,schiedsrichterte,schiedsrichter,schiedsrichtert,haben,zu schiedsrichtern
schiedsen,schiedse,schiedst,schiedst,schiedste,geschiedst,schiedste,schieds,schiedst,haben,zu schiedsen
silikonieren,silikoniere,silikonierst,silikoniert,silikonierte,silikoniert,silikonierte,silikonier,silikoniert,haben,zu silikonieren
silikonisieren,silikonisiere,silikonisierst,silikonisiert,silikonisierte,silikonisiert,silikonisierte,silikonisier,silikonisiert,haben,zu silikonisieren
laminieren,laminiere,laminierst,laminiert,laminierte,laminiert,laminierte,laminier,laminiert,haben,zu laminieren
auswerfen,werfe aus,wirfst aus,wirft aus,warf aus,ausgeworfen,würfe aus,wirf aus,werft aus,haben,auszuwerfen
überwachsen,überwachse,überwächst,überwächst,überwuchs,überwachsen,überwüchse,überwachs,überwachst,haben,zu überwachsen
palisieren,palisiere,palisierst,palisiert,palisierte,palisiert,palisierte,palisier,palisiert,haben,zu palisieren
einstecken,stecke ein,steckst ein,steckt ein,steckte ein,eingesteckt,steckte ein,steck ein,steckt ein,haben,einzustecken
umlagern,lagere um,lagerst um,lagert um,lagerte um,umgelagert,lagerte um,lager um,lagert um,haben,umzulagern
abschirmen,schirme ab,schirmst ab,schirmt ab,schirmte ab,abgeschirmt,schirmte ab,schirm ab,schirmt ab,haben,abzuschirmen
immunisieren,immunisiere,immunisierst,immunisiert,immunisierte,immunisiert,immunisierte,immunisier,immunisiert,haben,zu immunisieren
entgegenbringen,bringe entgegen,bringst entgegen,bringt entgegen,brachte entgegen,entgegengebracht,brächte entgegen,bring entgegen,bringt entgegen,haben,zu entgegenbringen
spachen,—,—,spacht,spachte,gespacht,spachte,—,—,haben,zu spachen
zusammenfügen,füge zusammen,fügst zusammen,fügt zusammen,fügte zusammen,zusammengefügt,fügte zusammen,füg zusammen,fügt zusammen,haben,zuzusammenfügen
überstrahlen,überstrahle,überstrahlst,überstrahlt,überstrahlte,überstrahlt,überstrahlte,überstrahl,überstrahlt,haben,zu überstrahlen
vermauern,vermauere,vermauerst,vermauert,vermauerte,vermauert,vermauerte,vermauer,vermauert,haben,zu vermauern
dazwischenfahren,fahre dazwischen,fährst dazwischen,fährt dazwischen,fuhr dazwischen,dazwischengefahren,führe dazwischen,fahr dazwischen,fahrt dazwischen,sein,dazwischenzufahren
dazwischenfunken,funke dazwischen,funkst dazwischen,funkt dazwischen,funkte dazwischen,dazwischengefunkt,funkte dazwischen,funk dazwischen,funkt dazwischen,haben,dazwischenzufunken
kontemplieren,kontempliere,kontemplierst,kontempliert,kontemplierte,kontempliert,kontemplierte,kontemplier,kontempliert,haben,zu kontemplieren
klimatisieren,klimatisiere,klimatisierst,klimatisiert,klimatisierte,klimatisiert,klimatisierte,klimatisier,klimatisiert,haben,zu klimatisieren
doxen,doxe,doxt,doxt,doxte,gedoxt,doxte,dox,doxt,haben,zu doxen
braaien,braaie,braaist,braait,braaite,gebraait,braaite,braai,braait,haben,zu braaien
zurechtrücken,rücke zurecht,rückst zurecht,rückt zurecht,rückte zurecht,zurechtgerückt,rückte zurecht,rück zurecht,rückt zurecht,haben,zuzurechtrücken
hindurchfließen,—,—,fließt hindurch,floss hindurch,hindurchgeflossen,flösse hindurch,—,—,sein,hinzudurchfließen
übereinanderstapeln,staple übereinander,stapelst übereinander,stapelt übereinander,stapelte übereinander,übereinandergestapelt,stapelte übereinander,staple übereinander,stapelt übereinander,haben,übereinzuanderstapeln
zwangsenteignen,zwangsenteigne,zwangsenteignest,zwangsenteignet,zwangsenteignete,zwangsenteignet,zwangsenteignete,zwangsenteigne,zwangsenteignet,haben,zu zwangsenteignen
abstammen,stamme ab,stammst ab,stammt ab,stammte ab,abgestammt,stammte ab,stamm ab,stammt ab,sein,abzustammen
einheben,hebe ein,hebst ein,hebt ein,hob ein,eingehoben,höbe ein,heb ein,hebt ein,haben,einzuheben
anleiten,leite an,leitest an,leitet an,leitete an,angeleitet,leitete an,leit an,leitet an,haben,anzuleiten
herausheben,hebe heraus,hebst heraus,hebt heraus,hob heraus,herausgehoben,höbe heraus,heb heraus,hebt heraus,haben,herzuausheben
kurzarbeiten,arbeite kurz,arbeitest kurz,arbeitet kurz,arbeitete kurz,kurzgearbeitet,arbeitete kurz,arbeit kurz,arbeitet kurz,haben,kurzzuarbeiten
abmühen,mühe ab,mühst ab,müht ab,mühte ab,abgemüht,mühte ab,müh ab,müht ab,haben,abzumühen
verteuern,verteuere,verteuerst,verteuert,verteuerte,verteuert,verteuerte,verteuere,verteuert,haben,zu verteuern
wiedergutmachen,mache wieder gut,machst wieder gut,macht wieder gut,machte wieder gut,wiedergutgemacht,machte wieder gut,mach wieder gut,macht wieder gut,haben,zu wiedergutmachen
überreagieren,überreagiere,überreagierst,überreagiert,überreagierte,überreagiert,überreagierte,überreagier,überreagiert,haben,zu überreagieren
pfetzen,pfetze,pfetzt,pfetzt,pfetzte,gepfetzt,pfetzte,pfetz,pfetzt,haben,zu pfetzen
floppen,floppe,floppst,floppt,floppte,gefloppt,floppte,flopp,floppt,haben,zu floppen
abhören,höre ab,hörst ab,hört ab,hörte ab,abgehört,hörte ab,hör ab,hört ab,haben,abzuhören
längen,länge,längst,längt,längte,gelängt,längte,läng,längt,haben,zu längen
gischten,—,—,gischtet,gischtete,gegischtet,gischtete,—,—,haben,zu gischten
gischen,—,—,gischt,gischte,gegischt,gischte,—,—,haben,zu gischen
überhitzen,überhitze,überhitzt,überhitzt,überhitzte,überhitzt,überhitzte,überhitz,überhitzt,haben,zu überhitzen
plagiieren,plagiiere,plagiierst,plagiiert,plagiierte,plagiiert,plagiierte,plagiier,plagiiert,haben,zu plagiieren
abwinken,winke ab,winkst ab,winkt ab,winkte ab,abgewinkt,winkte ab,wink ab,winkt ab,haben,abzuwinken
vorweisen,weise vor,weist vor,weist vor,wies vor,vorgewiesen,wiese vor,weis vor,weist vor,haben,zu vorweisen
pfänden,pfände,pfändest,pfändet,pfändete,gepfändet,pfändete,pfänd,pfändet,haben,zu pfänden
verkühlen,verkühle,verkühlst,verkühlt,verkühlte,verkühlt,verkühlte,verkühl,verkühlt,haben,zu verkühlen
verlauten,verlaute,verlautest,verlautet,verlautete,verlautet,verlautete,verlaut,verlautet,haben,zu verlauten
mitbekommen,bekomme mit,bekommst mit,bekommt mit,bekam mit,mitbekommen,bekäme mit,bekomm mit,bekommt mit,haben,mitzubekommen
parodieren,parodiere,parodierst,parodiert,parodierte,parodiert,parodierte,parodier,parodiert,haben,zu parodieren
auskragen,krage aus,kragst aus,kragt aus,kragte aus,ausgekragt,kragte aus,krag aus,kragt aus,haben,auszukragen
zurückführen,führe zurück,führst zurück,führt zurück,führte zurück,zurückgeführt,führte zurück,führ zurück,führt zurück,haben,zuzurückführen
vorsagen,sage vor,sagst vor,sagt vor,sagte vor,vorgesagt,sagte vor,sag vor,sagt vor,haben,zu vorsagen
vorwärmen,wärme vor,wärmst vor,wärmt vor,wärmte vor,vorgewärmt,wärmte vor,wärm vor,wärmt vor,haben,vorzuwärmen
kapseln,kapsle,kapselst,kapselt,kapselte,gekapselt,kapselte,kapsle,kapselt,haben,zu kapseln
verschüttgehen,gehe verschütt,gehst verschütt,geht verschütt,ging verschütt,verschüttgegangen,ginge verschütt,geh verschütt,geht verschütt,sein,zu verschüttgehen
verlorengehen,gehe verloren,gehst verloren,geht verloren,ging verloren,verlorengegangen,ginge verloren,geh verloren,geht verloren,sein,zu verlorengehen
zerspalten,zerspalte,zerspaltest,zerspaltet,zerspaltete,zerspaltet,zerspaltete,zerspalt,zerspaltet,haben,zu zerspalten
zerquetschen,zerquetsche,zerquetschst,zerquetscht,zerquetschte,zerquetscht,zerquetschte,zerquetsch,zerquetscht,haben,zu zerquetschen
nachbesetzen,besetze nach,besetzt nach,besetzt nach,besetzte nach,nachbesetzt,besetzte nach,besetz nach,besetzt nach,haben,nachzubesetzen
ankirren,kirre an,kirrst an,kirrt an,kirrte an,angekirrt,kirrte an,kirre an,kirrt an,haben,anzukirren
abwetzen,wetze ab,wetzt ab,wetzt ab,wetzte ab,abgewetzt,wetzte ab,wetz ab,wetzt ab,haben<!--Das in einigen Standardreferenzen angegebene Hilfsverb „sein“ gehört zu einer weiteren Bedeutung-->,abzuwetzen
beiliegen,liege bei,liegst bei,liegt bei,lag bei,beigelegen,läge bei,lieg bei,liegt bei,haben,zu beiliegen
kanalisieren,kanalisiere,kanalisierst,kanalisiert,kanalisierte,kanalisiert,kanalisierte,kanalisier,kanalisiert,haben,zu kanalisieren
harmonieren,harmoniere,harmonierst,harmoniert,harmonierte,harmoniert,harmonierte,harmonier,harmoniert,haben,zu harmonieren
niederkämpfen,kämpfe nieder,kämpfst nieder,kämpft nieder,kämpfte nieder,niedergekämpft,kämpfte nieder,kämpf nieder,kämpft nieder,haben,niederzukämpfen
darbieten,biete dar,bietest dar,bietet dar,bot dar,dargeboten,böte dar,biete dar,bietet dar,haben,darzubieten
deregulieren,dereguliere,deregulierst,dereguliert,deregulierte,dereguliert,deregulierte,deregulier,dereguliert,haben,zu deregulieren
ausprägen,präge aus,prägst aus,prägt aus,prägte aus,ausgeprägt,prägte aus,präge aus,prägt aus,haben,auszuprägen
fristen,friste,fristest,fristet,fristete,gefristet,fristete,frist,fristet,haben,zu fristen
adstringieren,—,—,adstringiert,adstringierte,adstringiert,adstringierte,—,—,haben,zu adstringieren
nostrifizieren,nostrifiziere,nostrifizierst,nostrifiziert,nostrifizierte,nostrifiziert,nostrifizierte,nostrifizier,nostrifiziert,haben,zu nostrifizieren
gentrifizieren,gentrifiziere,gentrifizierst,gentrifiziert,gentrifizierte,gentrifiziert,gentrifizierte,gentrifizier,gentrifiziert,haben,zu gentrifizieren
personifizieren,personifiziere,personifizierst,personifiziert,personifizierte,personifiziert,personifizierte,personifizier,personifiziert,haben,zu personifizieren
vermenschlichen,vermenschliche,vermenschlichst,vermenschlicht,vermenschlichte,vermenschlicht,vermenschlichte,vermenschlich,vermenschlicht,haben,zu vermenschlichen
verkörpern,verkörpere,verkörperst,verkörpert,verkörperte,verkörpert,verkörperte,verkörper,verkörpert,haben,zu verkörpern
nebeneinanderlegen,lege nebeneinander,legst nebeneinander,legt nebeneinander,legte nebeneinander,nebeneinandergelegt,legte nebeneinander,leg nebeneinander,legt nebeneinander,haben,nebeneinanderzulegen
aneinanderlegen,lege aneinander,legst aneinander,legt aneinander,legte aneinander,aneinandergelegt,legte aneinander,leg aneinander,legt aneinander,haben,anzueinanderlegen
umstülpen,stülpe um,stülpst um,stülpt um,stülpte um,umgestülpt,stülpte um,stülp um,stülpt um,haben,umzustülpen
hinterziehen,hinterziehe,hinterziehst,hinterzieht,hinterzog,hinterzogen,hinterzöge,hinterziehe,hinterzieht,haben,zu hinterziehen
einrahmen,rahme ein,rahmst ein,rahmt ein,rahmte ein,eingerahmt,rahmte ein,rahm ein,rahmt ein,haben,einzurahmen
ausdringen,dringe aus,dringst aus,dringt aus,drang aus,ausgedrungen,dränge aus,dring aus,dringt aus,sein,auszudringen
herausreißen,reiße heraus,reißt heraus,reißt heraus,riss heraus,herausgerissen,risse heraus,reiß heraus,reißt heraus,haben,herzuausreißen
überreißen,überreiße,überreißt,überreißt,überriss,überrissen,überrisse,überreiße,überreißt,haben,zu überreißen
anblasen,blase an,bläst an,bläst an,blies an,angeblasen,bliese an,blas an,blast an,haben,anzublasen
internationalisieren,internationalisiere,internationalisierst,internationalisiert,internationalisierte,internationalisiert,internationalisierte,internationalisier,internationalisiert,haben,zu internationalisieren
wirten,wirte,wirtest,wirtet,wirtete,gewirtet,wirtete,wirt,wirtet,haben,zu wirten
überbieten,überbiete,überbietest,überbietet,überbot,überboten,überböte,überbiet,überbietet,haben,zu überbieten
prävalieren,prävaliere,prävalierst,prävaliert,prävalierte,prävaliert,prävalierte,prävalier,prävaliert,haben,zu prävalieren
umstimmen,stimme um,stimmst um,stimmt um,stimmte um,umgestimmt,stimmte um,stimm um,stimmt um,haben,umzustimmen
einmummen,mumme ein,mummst ein,mummt ein,mummte ein,eingemummt,mummte ein,mumm ein,mummt ein,haben,einzumummen
